"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.1","Answer.10","Answer.100","Answer.101","Answer.102","Answer.103","Answer.104","Answer.105","Answer.106","Answer.107","Answer.108","Answer.109","Answer.11","Answer.110","Answer.111","Answer.112","Answer.113","Answer.114","Answer.115","Answer.116","Answer.117","Answer.118","Answer.119","Answer.12","Answer.120","Answer.121","Answer.122","Answer.123","Answer.124","Answer.125","Answer.126","Answer.127","Answer.128","Answer.129","Answer.13","Answer.130","Answer.131","Answer.132","Answer.133","Answer.134","Answer.135","Answer.136","Answer.137","Answer.138","Answer.139","Answer.14","Answer.140","Answer.141","Answer.142","Answer.143","Answer.144","Answer.145","Answer.146","Answer.147","Answer.148","Answer.149","Answer.15","Answer.150","Answer.151","Answer.152","Answer.153","Answer.154","Answer.155","Answer.156","Answer.157","Answer.158","Answer.159","Answer.16","Answer.160","Answer.161","Answer.162","Answer.163","Answer.164","Answer.165","Answer.166","Answer.167","Answer.168","Answer.169","Answer.17","Answer.170","Answer.171","Answer.172","Answer.173","Answer.174","Answer.175","Answer.176","Answer.177","Answer.178","Answer.179","Answer.18","Answer.180","Answer.181","Answer.182","Answer.183","Answer.184","Answer.185","Answer.186","Answer.187","Answer.188","Answer.189","Answer.19","Answer.190","Answer.191","Answer.192","Answer.193","Answer.194","Answer.195","Answer.196","Answer.197","Answer.198","Answer.199","Answer.2","Answer.20","Answer.200","Answer.201","Answer.202","Answer.203","Answer.204","Answer.205","Answer.206","Answer.207","Answer.208","Answer.209","Answer.21","Answer.210","Answer.211","Answer.212","Answer.213","Answer.214","Answer.215","Answer.216","Answer.217","Answer.218","Answer.219","Answer.22","Answer.220","Answer.221","Answer.222","Answer.223","Answer.224","Answer.225","Answer.226","Answer.227","Answer.228","Answer.229","Answer.23","Answer.230","Answer.231","Answer.232","Answer.233","Answer.234","Answer.235","Answer.236","Answer.237","Answer.238","Answer.239","Answer.24","Answer.240","Answer.241","Answer.242","Answer.243","Answer.244","Answer.245","Answer.246","Answer.247","Answer.248","Answer.249","Answer.25","Answer.250","Answer.251","Answer.252","Answer.253","Answer.254","Answer.255","Answer.256","Answer.257","Answer.258","Answer.259","Answer.26","Answer.260","Answer.261","Answer.262","Answer.263","Answer.264","Answer.265","Answer.266","Answer.267","Answer.268","Answer.269","Answer.27","Answer.270","Answer.271","Answer.272","Answer.273","Answer.274","Answer.275","Answer.276","Answer.277","Answer.278","Answer.279","Answer.28","Answer.280","Answer.281","Answer.282","Answer.283","Answer.284","Answer.285","Answer.286","Answer.287","Answer.288","Answer.289","Answer.29","Answer.290","Answer.291","Answer.292","Answer.293","Answer.294","Answer.295","Answer.296","Answer.297","Answer.298","Answer.299","Answer.3","Answer.30","Answer.300","Answer.301","Answer.302","Answer.303","Answer.304","Answer.305","Answer.306","Answer.307","Answer.308","Answer.309","Answer.31","Answer.310","Answer.311","Answer.32","Answer.33","Answer.34","Answer.35","Answer.36","Answer.37","Answer.38","Answer.39","Answer.4","Answer.40","Answer.41","Answer.42","Answer.43","Answer.44","Answer.45","Answer.46","Answer.47","Answer.48","Answer.49","Answer.5","Answer.50","Answer.51","Answer.52","Answer.53","Answer.54","Answer.55","Answer.56","Answer.57","Answer.58","Answer.59","Answer.6","Answer.60","Answer.61","Answer.62","Answer.63","Answer.64","Answer.65","Answer.66","Answer.67","Answer.68","Answer.69","Answer.7","Answer.70","Answer.71","Answer.72","Answer.73","Answer.74","Answer.75","Answer.76","Answer.77","Answer.78","Answer.79","Answer.8","Answer.80","Answer.81","Answer.82","Answer.83","Answer.84","Answer.85","Answer.86","Answer.87","Answer.88","Answer.89","Answer.9","Answer.90","Answer.91","Answer.92","Answer.93","Answer.94","Answer.95","Answer.96","Answer.97","Answer.98","Answer.99","Answer.Example","Answer.Q1","Answer.Q2","Answer.Q3","Answer.Q4","Answer.ex","Answer.ex{count}","Answer.ex{stim_count}","Approve","Reject"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2BDY58B727M0VLCQY9S63FSWORIAV4","A33J4SSJGN076U","Approved","Wed Oct 19 22:52:19 GMT 2011","Wed Oct 19 23:07:11 GMT 2011","Wed Oct 26 16:07:11 PDT 2011","Thu Oct 20 09:17:26 PDT 2011","","","892","100% (1/1)","100% (1/1)","0% (0/0)","","1","1","1","7","","7","1","1","7","1","","1","1","1","","","","1","7","","4","","7","1","1","1","7","","","7","3","3","","4","","","","","1","","","4","","","1","","7","7","4","1","","1","","7","1","4","1","1","1","1","7","7","4","1","1","1","","7","1","","","7","","7","","","","1","7","","","1","1","1","7","","1","7","1","1","","7","1","1","1","4","3","","4","1","7","","7","","","","7","","","1","","4","7","1","","1","","","1","","","","1","","","7","7","7","4","4","","","7","","","","7","7","7","7","7","1","","","4","1","1","1","1","1","1","7","4","7","","","7","","1","","","","4","","4","","","1","","","","3","1","7","","7","","","7","","","","","1","7","","1","","","7","1","","3","1","","","4","","7","","7","7","1","7","","","1","","1","","1","","1","7","","7","","1","1","","3","","7","","3","3","","7","1","1","1","1","","","1","","4","1","","1","","4","7","","1","","4","7","7","7","","","","7","","4","","4","1","4","","","1","1","1","4","","7","4","3","1","","","1","","7","","1","7","","7","","1","3","1","","4","4","1","1","","1","1","1","1","1","1","7","7","1","","1","","1","7","4","1","1","7","","1","Choice2","82","english","usa","7","","5"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2BNP9746OQ1S0VND72Y0A1QLLAG2MA","A3ODRYGIM0WB3T","Approved","Wed Oct 19 23:11:05 GMT 2011","Wed Oct 19 23:30:05 GMT 2011","Wed Oct 26 16:30:05 PDT 2011","Thu Oct 20 09:17:26 PDT 2011","","","1140","100% (3/3)","100% (3/3)","0% (0/0)","4","7","1","1","4","3","4","7","3","3","1","3","3","7","3","3","3","3","7","3","3","3","3","1","7","3","4","3","1","3","3","3","4","3","7","4","3","3","3","7","1","1","3","7","3","3","1","4","1","4","3","7","7","1","3","1","3","3","3","3","7","1","3","4","7","1","3","4","3","7","4","3","4","3","4","3","3","4","7","4","3","3","1","7","3","3","3","3","1","3","4","1","4","7","1","3","3","3","7","1","7","3","1","3","3","3","7","7","1","3","3","1","1","3","7","3","3","3","4","3","3","4","3","1","1","7","4","3","1","1","3","4","4","1","1","3","7","3","4","3","7","7","3","3","1","3","3","7","3","3","4","1","4","4","3","3","3","4","3","3","4","3","3","3","7","3","7","3","4","3","1","1","7","7","3","3","3","1","4","4","3","1","3","4","3","1","1","4","4","3","1","1","1","3","3","3","3","1","3","7","3","3","4","7","3","1","7","3","3","3","7","3","3","7","7","3","4","7","1","7","4","1","4","3","1","3","1","3","3","3","3","3","1","3","3","1","4","4","3","7","3","3","1","4","7","7","3","4","3","3","1","4","1","3","3","7","1","7","3","3","3","1","4","1","3","4","3","3","3","3","3","3","3","4","1","3","3","3","4","3","4","3","3","7","7","1","1","3","3","1","3","3","3","4","1","7","3","3","7","4","3","4","3","3","3","1","4","7","7","1","4","","Choice1","29","english","USA","7","6","6"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2DI39Z0B6UTOJY1KCOKVWKGQ5FENY5","A21SF3IKIZB0VN","Approved","Wed Oct 19 22:31:33 GMT 2011","Wed Oct 19 22:59:37 GMT 2011","Wed Oct 26 15:59:37 PDT 2011","Thu Oct 20 09:17:26 PDT 2011","","","1684","100% (1/1)","100% (1/1)","0% (0/0)","1","","1","","","1","7","","1","","4","","1","1","","","4","","7","7","","","","7","1","","3","7","7","","7","1","","1","7","","1","","","7","1","3","7","1","","1","1","7","","","1","1","1","","7","1","7","1","7","1","1","","","7","","1","1","7","7","1","7","7","","","7","7","3","","1","","1","7","1","1","1","7","1","1","7","1","4","7","","1","1","1","7","4","1","7","7","","","7","7","","7","7","","1","4","7","7","7","4","","1","","1","1","7","7","","7","","3","","7","7","7","","7","","","7","","4","7","7","","","7","1","7","7","7","1","1","1","","1","1","7","7","7","1","7","","7","1","","","4","3","","","","7","","","7","7","1","1","","","7","","1","7","","4","7","","","","","","","1","","1","1","","1","","1","1","","","7","7","7","","7","","7","1","7","1","1","1","4","7","","4","","3","1","1","","7","7","7","4","","1","","7","1","1","","","","7","1","","7","7","7","1","7","7","7","","1","3","","7","","","7","","1","7","","7","1","1","1","","7","","","1","","7","7","7","","7","1","7","1","1","7","7","1","1","7","7","","","1","","1","7","","7","1","1","7","1","1","1","","1","1","4","","","","1","7","1","7","7","","1","","","1","Choice2","65","English","USA","7","","6"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2G5G67D1X3V0SPXI5GTJJ1M8Y73BIZ","A3A4V07NM61PRV","Approved","Wed Oct 19 22:19:34 GMT 2011","Wed Oct 19 22:35:40 GMT 2011","Wed Oct 26 15:35:40 PDT 2011","Thu Oct 20 09:17:26 PDT 2011","","","966","100% (1/1)","100% (1/1)","0% (0/0)","1","4","","","","","","","","","4","","","3","7","","7","7","3","7","","","","7","","","4","7","","7","","3","","","7","","","","","","4","7","7","","","3","3","7","","","","","","","","7","4","3","","1","","7","","","","1","","","7","3","7","","7","","","","","","","7","1","","3","4","3","7","","","","1","","","","3","","","7","","4","","","7","","7","","3","","7","","","4","","","7","","","","","3","4","7","","","","7","","7","7","","4","3","","","7","7","","7","7","","4","7","7","1","7","","","","3","","","4","1","7","","","7","4","7","7","1","","","","","7","3","","","4","","7","","3","1","","3","7","","","7","","","4","4","","","7","","7","","7","","7","4","","","3","1","","","7","7","7","4","7","","","","","3","","","","7","","","","","","3","7","7","","7","","7","","","","","","","","7","","","","","","","4","7","","7","","","","","7","7","","","","3","7","","7","4","","","","","7","4","3","4","","7","","","","","7","4","3","","7","","","3","7","","","","4","3","","7","7","3","","","3","","3","4","","","","","3","","","","","","","","","","7","","Choice1","23","English","United States","","6","5"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2IEQU6L5OBVCV6O3E01IOF7H3OTFYR","A35BZ5ZTI0ENHR","Approved","Wed Oct 19 22:14:11 GMT 2011","Wed Oct 19 22:35:58 GMT 2011","Wed Oct 26 15:35:58 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","1307","100% (1/1)","100% (1/1)","0% (0/0)","1","","3","7","7","1","7","3","1","7","","","","1","","7","","7","","","7","3","","7","1","3","3","7","7","7","7","3","4","","7","3","7","4","3","","","7","","","7","","","7","","","1","","1","","7","","","3","","1","1","","","","","1","","","","1","","","","","","7","","","3","","1","","1","","","7","","","7","1","1","7","","","1","","7","","","","","7","","7","7","","7","7","3","","","","","7","","","1","7","1","1","7","7","7","","7","3","7","7","7","7","3","7","","7","7","7","7","7","7","1","7","7","1","7","7","","","1","1","1","3","1","7","","","","7","7","","1","","7","","","7","3","","7","","7","1","7","1","1","","3","7","7","3","","7","","","","3","7","7","3","7","","1","1","1","3","","7","1","1","","","7","7","","1","7","","7","1","7","1","","1","1","","","","7","7","1","1","","7","3","7","","7","","7","7","1","1","3","7","","7","1","1","7","3","7","3","7","7","7","","1","","","7","7","","","","3","7","7","7","3","","","7","","","3","","","","","","3","7","","","1","3","7","7","1","","1","7","7","","","3","","7","7","7","","3","","","1","3","","","1","1","1","","7","","7","7","7","7","","3","7","7","1","Choice1","30","english","United States","","6","5"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2OQ5COW0LGRZGD9XWH360NU050A7YF","A3B4CNX1GH6O54","Approved","Wed Oct 19 22:13:51 GMT 2011","Wed Oct 19 22:41:51 GMT 2011","Wed Oct 26 15:41:51 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","1680","100% (1/1)","100% (1/1)","0% (0/0)","1","","1","","","","","","1","7","1","7","1","1","","","","","","","7","","","","1","","","","","3","","","1","","7","1","1","4","1","","","","7","1","1","1","1","7","","","4","1","4","7","","4","4","1","","1","1","","7","","","1","1","1","7","4","","7","7","7","","7","","","1","","1","","7","4","","7","","1","7","1","1","","","3","1","4","","","1","7","7","","","","7","","","","","","","","","7","4","","1","","1","1","","","7","","3","1","","7","","7","1","7","1","7","7","","","","","","7","7","1","7","7","","4","1","1","","1","1","7","","","","","","7","1","7","4","","","","1","","7","4","","7","4","","1","","","","7","3","","3","3","7","","","","4","1","","1","","","","4","1","7","","1","","","","","7","","7","","7","1","","1","","1","1","","","1","","4","1","1","4","7","3","","","","1","","","1","1","1","1","7","7","","","","4","","3","","7","7","","1","","","7","7","","7","","1","7","7","7","3","1","1","","","7","1","1","1","","","","","","3","","1","1","7","7","3","1","","7","","7","1","3","1","","7","","1","1","7","1","1","1","3","","","1","7","4","","1","7","7","","7","3","1","4","7","","Choice2","50","english","United States","","","5"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2QKNTL0XULRG0Y8PKIDD25FQGAP2OJ","A7G1PGA5G3HUV","Approved","Wed Oct 19 22:17:01 GMT 2011","Wed Oct 19 22:33:56 GMT 2011","Wed Oct 26 15:33:56 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","1015","100% (1/1)","100% (1/1)","0% (0/0)","1","3","1","7","7","7","7","7","1","7","7","7","1","1","7","7","7","7","1","7","7","7","7","7","1","7","1","7","7","7","7","1","1","7","4","1","7","1","1","7","1","1","7","7","1","1","1","7","1","1","1","1","1","1","7","1","4","1","1","1","1","7","7","7","1","1","1","","7","1","7","7","7","7","7","1","1","7","1","7","1","7","1","1","1","7","7","1","7","1","1","7","7","1","1","1","7","1","1","7","1","7","1","7","1","1","1","7","1","1","1","7","","7","1","1","1","7","1","1","7","7","7","1","7","1","7","7","7","1","1","7","7","7","4","7","7","7","7","","7","7","1","7","7","7","1","1","1","1","1","1","7","7","7","1","7","7","7","1","1","7","7","7","","1","1","7","1","1","7","7","1","1","7","1","7","7","","7","7","7","1","7","1","7","1","1","1","1","1","7","7","7","1","7","1","1","1","7","7","7","7","7","7","7","7","1","7","1","7","1","1","7","7","1","7","7","1","1","7","7","7","7","","7","1","1","7","1","1","1","1","7","7","1","7","7","","7","1","7","7","7","3","1","7","7","7","7","7","7","7","","7","7","","7","1","1","7","7","7","1","7","1","7","7","7","7","7","1","7","1","1","7","7","1","4","7","7","7","7","1","7","1","7","7","4","3","4","","1","1","1","7","7","1","7","3","4","1","","7","7","7","7","7","7","7","7","","Choice2","24","English","USA","7","2","5"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2TZ9KQW618N4JZULT9V52CEUW0BLNC","A2YQ84RHECXYIK","Approved","Wed Oct 19 22:17:29 GMT 2011","Wed Oct 19 22:33:15 GMT 2011","Wed Oct 26 15:33:15 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","946","100% (1/1)","100% (1/1)","0% (0/0)","1","7","","7","7","","7","7","3","7","7","3","","3","3","7","7","7","1","7","7","7","7","7","1","7","4","7","7","7","7","7","7","4","7","7","7","","7","7","3","7","7","1","7","1","1","4","7","7","7","7","1","7","7","7","","7","7","1","1","7","7","3","","1","7","","7","1","7","4","7","4","7","4","7","7","","7","1","7","","1","1","7","7","7","7","1","7","7","7","1","1","7","7","7","3","7","","7","7","7","7","7","7","7","","","7","7","","7","","3","3","7","3","1","7","7","7","","7","1","7","7","7","7","7","7","7","","7","","7","7","7","7","7","7","1","7","7","7","","1","1","7","4","1","7","7","7","7","","7","7","1","7","7","7","7","7","7","7","7","7","7","7","7","","","7","","7","7","","7","7","7","7","","","7","7","4","7","","7","7","7","","","7","3","1","7","7","7","7","7","","7","7","7","1","7","","","1","","","7","7","7","7","","","7","7","7","7","","7","3","4","7","","","","","","7","1","","7","","","4","","7","7","4","","4","7","7","7","7","7","7","3","7","7","7","","","1","7","7","7","","","3","4","7","7","7","7","","7","","7","3","7","3","4","7","7","7","7","","","4","7","7","7","3","","7","","","3","7","7","4","7","7","3","7","7","7","7","7","","","","7","7","1","Choice2","25","English","USA","7","","6"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2XB92NJKM05BZOQ0YUN2LTPA0XPFAG","A3F3K6UZXFECJ1","Approved","Wed Oct 19 22:16:24 GMT 2011","Wed Oct 19 22:45:43 GMT 2011","Wed Oct 26 15:45:43 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","1759","100% (1/1)","100% (1/1)","0% (0/0)","1","4","1","7","3","","","","1","","1","4","1","1","1","4","","","7","","","1","4","7","1","","1","","7","7","","","1","","","1","1","1","1","","3","4","7","","1","1","1","7","","7","1","1","1","7","","1","3","3","3","1","1","","","","1","1","3","","4","1","4","7","3","4","3","","3","","1","4","1","3","1","1","1","7","3","1","7","1","1","","7","1","1","1","7","1","1","","","","7","4","7","4","3","","1","1","1","","1","7","1","1","1","","1","1","7","4","7","1","","1","7","7","7","4","1","","1","","7","3","7","3","7","4","7","7","1","","","7","1","1","1","4","1","1","7","1","","1","1","3","7","1","7","4","","3","7","1","1","","1","1","1","3","1","1","4","1","7","4","1","","","1","1","3","1","3","1","1","4","1","4","1","1","1","1","3","1","1","4","","","4","7","4","7","7","","","","","","1","3","1","4","1","","1","1","1","","","","7","","","","","","","","","","","7","4","","1","1","","1","7","7","7","1","1","4","3","4","7","3","7","3","1","4","7","7","1","1","1","","","","1","1","3","3","","","3","7","3","4","1","1","3","7","1","1","","","3","","1","1","1","","7","","1","1","","1","1","1","1","","1","3","4","4","3","1","","4","4","","","1","","7","","Choice2","58","English","United States","","2","2"
"2HFULRGNTBJ3ZRA3MBG7S62KC60T7O","2FYCOW0LGRZ3LHOL28XVSUZWDD08ZC","Survey on Word Pair Relationship --Native English Speakers ONLY","We are interested in how related people find these pairs of words to be.","words, survey, simple","$1.00","Wed Oct 19 22:11:42 GMT 2011","20","","1800","604800","Wed Oct 26 22:11:42 GMT 2011","0","","2XIY2RCJK63Z8J0N8WBUNAQAS8RV6Y","A2RWHO6XW6SZG9","Approved","Wed Oct 19 22:48:59 GMT 2011","Wed Oct 19 22:57:42 GMT 2011","Wed Oct 26 15:57:42 PDT 2011","Thu Oct 20 09:17:27 PDT 2011","","","523","100% (1/1)","100% (1/1)","0% (0/0)","","3","7","3","4","4","","4","3","","4","","1","1","3","7","3","3","4","4","4","","3","7","1","","1","7","3","","3","","7","7","","1","7","3","4","","4","","3","7","3","3","3","3","1","7","3","4","","3","4","7","","1","","3","","7","3","4","","3","4","3","","1","4","","","3","","3","","3","1","7","","4","","7","","7","1","7","1","","7","1","7","1","7","1","7","1","7","1","3","7","1","1","7","1","7","1","7","1","7","7","","1","7","1","7","1","7","1","7","1","7","","1","7","1","7","1","7","1","7","1","7","7","1","","7","3","1","7","3","1","7","","","7","3","","3","7","1","7","","7","1","","7","1","7","1","7","1","7","1","7","1","","7","1","7","1","7","1","7","1","7","1","3","7","1","7","1","7","1","7","1","7","1","3","7","1","7","1","7","1","7","1","7","1","","7","1","7","1","7","1","7","1","7","1","","7","1","7","1","7","1","7","1","7","1","4","","7","1","7","1","7","1","7","","7","1","","","1","","3","4","4","3","","4","","","","7","","","4","4","3","","3","4","","","7","","","1","4","","7","","","7","4","3","4","4","","","","","3","3","","3","","3","4","","","7","3","","3","","4","","4","","3","","4","3","3","4","","","3","3","4","","4","3","","7","7","","Choice1","17","english","united states","7","2","6"
